Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99
0.221599952508098,0.221562455485608,0.221529737722739,0.221460328624748,0.221376017066277,0.221277828494617,0.22114605038958,0.221024069635842,0.220871611339279,0.220711423604845,0.220545416614806,0.22035471173268,0.220183151789075,0.220011927766023,0.219843122395311,0.219678778172728,0.21952086457992,0.219371246528322,0.219231654526023,0.219124411919401,0.219009378832979,0.218929230757279,0.218884892855574,0.218835605910335,0.218823285099202,0.218827397543087,0.218847877225802,0.218905128138807,0.218977843962203,0.21906519480125,0.219166115472325,0.219300095137102,0.219444906968926,0.219598898180566,0.219760267459616,0.219927093761279,0.220097367063909,0.220269020600302,0.220439964051803,0.220629024144126,0.220792366803294,0.220948921584027,0.221075882008672,0.221213428584616,0.22131809525429,0.221430471257898,0.221507449000236,0.221548097916688,0.221593756997424,0.221602020460471,0.221593756997424,0.221548097916688,0.221507449000236,0.221430471257897,0.22131809525429,0.221213428584616,0.221075882008672,0.220948921584027,0.220792366803294,0.220629024144126,0.220439964051803,0.220269020600302,0.220097367063909,0.219927093761279,0.219760267459616,0.219598898180566,0.219444906968926,0.219300095137102,0.219166115472325,0.219065194801251,0.218977843962204,0.218905128138807,0.218847877225802,0.218827397543087,0.218823285099202,0.218835605910335,0.218884892855574,0.218929230757279,0.219009378832979,0.2191244119194,0.219231654526023,0.219371246528322,0.21952086457992,0.219678778172728,0.219843122395311,0.220011927766023,0.220183151789075,0.22035471173268,0.220545416614806,0.220711423604845,0.220871611339279,0.221024069635842,0.22114605038958,0.221277828494617,0.221376017066277,0.221460328624748,0.221529737722738,0.221562455485608,0.221599952508098
0.25404227431286,0.253840269790026,0.253438997483351,0.252843878945561,0.252062917884224,0.251106549113559,0.250011344118419,0.248767829324877,0.247416135510586,0.245949982151071,0.244434882023925,0.242866344901748,0.241286920741977,0.239715747647538,0.238171723259739,0.236673204140077,0.235260112186537,0.233948471273233,0.232753075009979,0.231709196289864,0.230828054628577,0.230119190631148,0.229568461794407,0.229225219554551,0.229071248994048,0.229129869992142,0.229378808743098,0.229815458869598,0.230435139658688,0.231253139530825,0.232216979099587,0.233338132258798,0.234582283939229,0.235957758991916,0.237404350984138,0.23892779489275,0.240487649840817,0.242088338735857,0.243664794600011,0.245197395759465,0.246690320750635,0.248101505052812,0.249389254715484,0.250584435116839,0.251599901295519,0.252469993263705,0.253159172057589,0.253658196871524,0.253960339324584,0.254061510673411,0.253960339324584,0.253658196871524,0.253159172057589,0.252469993263704,0.25159990129552,0.250584435116839,0.249389254715484,0.248101505052813,0.246690320750635,0.245197395759465,0.243664794600011,0.242088338735857,0.240487649840817,0.23892779489275,0.237404350984138,0.235957758991915,0.23458228393923,0.233338132258798,0.232216979099588,0.231253139530824,0.230435139658689,0.229815458869598,0.229378808743098,0.229129869992142,0.229071248994048,0.229225219554552,0.229568461794407,0.230119190631148,0.230828054628577,0.231709196289864,0.232753075009979,0.233948471273233,0.235260112186537,0.236673204140078,0.238171723259739,0.239715747647538,0.241286920741977,0.242866344901748,0.244434882023925,0.245949982151071,0.247416135510586,0.248767829324877,0.250011344118419,0.251106549113559,0.252062917884224,0.252843878945561,0.253438997483351,0.253840269790026,0.25404227431286
0.318202789935202,0.317638220345574,0.316517786730433,0.314858706392952,0.312686326590054,0.310062717726351,0.306997921329179,0.303540183295923,0.299812828829096,0.295849259518908,0.291677511352043,0.287407852398513,0.283059051415823,0.278689659270864,0.274418553457772,0.270322249853263,0.266447026542441,0.262861222116422,0.259602054247888,0.256751783671638,0.254337364768289,0.252381245707125,0.250925168156098,0.250005649766214,0.24958285352388,0.249731828407155,0.250403729627147,0.251592812671471,0.253288680675102,0.25550080901408,0.258136380448596,0.261194896752948,0.264596473792233,0.268357465558574,0.272335763832838,0.276538598698822,0.280865327645173,0.285224336448468,0.289561384868743,0.293775744337366,0.297864017317181,0.301716267007699,0.305314136833548,0.308582744402728,0.311432300094049,0.313849545359241,0.31576902236951,0.317161516190297,0.318005684452343,0.318288528929956,0.318005684452343,0.317161516190297,0.315769022369511,0.313849545359242,0.311432300094049,0.308582744402728,0.305314136833549,0.3017162670077,0.297864017317181,0.293775744337366,0.289561384868743,0.285224336448468,0.280865327645173,0.276538598698822,0.272335763832839,0.268357465558574,0.264596473792233,0.261194896752948,0.258136380448596,0.25550080901408,0.253288680675102,0.251592812671472,0.250403729627147,0.249731828407155,0.24958285352388,0.250005649766215,0.250925168156098,0.252381245707124,0.25433736476829,0.256751783671638,0.259602054247888,0.262861222116422,0.266447026542441,0.270322249853263,0.274418553457772,0.278689659270863,0.283059051415823,0.287407852398513,0.291677511352043,0.295849259518908,0.299812828829096,0.303540183295924,0.306997921329179,0.310062717726351,0.312686326590054,0.314858706392952,0.316517786730433,0.317638220345574,0.318202789935202
0.412349934601806,0.41125005612292,0.409069294963366,0.405807397299006,0.401557955326126,0.396392445180253,0.390396707143221,0.383704580641474,0.37638701942115,0.36855919442292,0.360324476654921,0.351891545602852,0.343412494891542,0.33504925777842,0.326965493294692,0.319174440980972,0.311855716171668,0.305086475878971,0.299019453197092,0.293710115608893,0.289199141832463,0.285551426133776,0.282834536692051,0.281077067090718,0.280306487947999,0.280554463837634,0.281819419163883,0.284093338026444,0.287245588212386,0.29132883526164,0.296257567505348,0.301962501905965,0.308390670386572,0.315443604709496,0.323008475872127,0.330972934728285,0.339199383918664,0.347659157226485,0.356129707762275,0.364460631799419,0.372532804171626,0.380130195258316,0.387131262349595,0.393487905276151,0.399098585725745,0.403797314531484,0.407541946292843,0.410307179665513,0.411931945112346,0.412502255309978,0.411931945112346,0.410307179665513,0.407541946292843,0.403797314531485,0.399098585725745,0.393487905276151,0.387131262349595,0.380130195258316,0.372532804171626,0.364460631799419,0.356129707762275,0.347659157226485,0.339199383918664,0.330972934728286,0.323008475872127,0.315443604709496,0.308390670386572,0.301962501905965,0.296257567505348,0.29132883526164,0.287245588212386,0.284093338026444,0.281819419163883,0.280554463837633,0.280306487947999,0.281077067090718,0.282834536692052,0.285551426133776,0.289199141832463,0.293710115608893,0.299019453197092,0.305086475878971,0.311855716171668,0.319174440980972,0.326965493294692,0.33504925777842,0.343412494891542,0.351891545602852,0.360324476654921,0.36855919442292,0.37638701942115,0.383704580641474,0.390396707143221,0.396392445180254,0.401557955326125,0.405807397299006,0.409069294963366,0.411250056122921,0.412349934601806
0.531477883915011,0.529643345486118,0.526058964831125,0.520743162105496,0.513796001707318,0.505346559271455,0.49564148048607,0.484714731881521,0.472892840687696,0.46033117698326,0.447274891734878,0.433925722967486,0.420522198052211,0.407256136968795,0.394375859904964,0.38203859569457,0.370406726944446,0.359627429952601,0.349914124033068,0.341446011617286,0.334301970820024,0.328619842186799,0.32439504269645,0.32168035629175,0.320519026045164,0.320886170815131,0.322840338714489,0.326312144167827,0.331284409210587,0.337705392152633,0.345529025305758,0.35462787649432,0.364902829483117,0.376149566734952,0.38810745746663,0.400752995732439,0.413827057881791,0.427203844709865,0.440624332811402,0.453852281768097,0.466686176476157,0.478925930012779,0.490324710514547,0.500640797858585,0.509738103769527,0.517454037858372,0.523599779537249,0.528060328248593,0.530800923643528,0.531720406888473,0.530800923643528,0.528060328248594,0.523599779537249,0.517454037858372,0.509738103769527,0.500640797858584,0.490324710514548,0.478925930012779,0.466686176476156,0.453852281768097,0.440624332811401,0.427203844709865,0.413827057881791,0.400752995732439,0.38810745746663,0.376149566734952,0.364902829483118,0.35462787649432,0.345529025305758,0.337705392152633,0.331284409210588,0.326312144167827,0.322840338714489,0.320886170815131,0.320519026045164,0.321680356291751,0.32439504269645,0.328619842186799,0.334301970820023,0.341446011617286,0.349914124033068,0.359627429952601,0.370406726944446,0.382038595694571,0.394375859904965,0.407256136968794,0.420522198052211,0.433925722967486,0.447274891734879,0.46033117698326,0.472892840687696,0.484714731881521,0.495641480486069,0.505346559271455,0.513796001707318,0.520743162105496,0.526058964831125,0.529643345486118,0.531477883915011
0.670368079546791,0.667734711540741,0.662399087495505,0.65459461518694,0.644418969757137,0.632077339606215,0.617871298983515,0.602071729681596,0.584920603905563,0.566727196376719,0.547962455214191,0.528828242605887,0.509677634004472,0.490877716960924,0.472634080716417,0.455308471791484,0.439087907347898,0.424254443135259,0.410937113252198,0.399312406229307,0.389526821093277,0.381668333105937,0.375842557723181,0.372109418960234,0.3704523663609,0.370992577081245,0.373729400872769,0.378508643988047,0.385354154074904,0.394181483365454,0.40487523284407,0.417374503495628,0.431484280977674,0.447049269988414,0.463844139841195,0.481654521159202,0.500229359377433,0.519237619699164,0.538416092105537,0.557429765027392,0.57592098417456,0.593632254268055,0.610145701861681,0.625212899688232,0.638489609992966,0.649776228826543,0.658789032596827,0.665406724579104,0.669370635961652,0.670721953109186,0.669370635961653,0.665406724579105,0.658789032596827,0.649776228826543,0.638489609992967,0.625212899688233,0.610145701861681,0.593632254268054,0.57592098417456,0.557429765027392,0.538416092105538,0.519237619699163,0.500229359377433,0.481654521159202,0.463844139841195,0.447049269988414,0.431484280977674,0.417374503495628,0.40487523284407,0.394181483365455,0.385354154074904,0.378508643988046,0.373729400872769,0.370992577081245,0.3704523663609,0.372109418960234,0.375842557723181,0.381668333105938,0.389526821093276,0.399312406229307,0.410937113252198,0.424254443135259,0.439087907347898,0.455308471791483,0.472634080716417,0.490877716960924,0.509677634004473,0.528828242605887,0.547962455214191,0.566727196376719,0.584920603905564,0.602071729681597,0.617871298983515,0.632077339606215,0.644418969757138,0.65459461518694,0.662399087495505,0.66773471154074,0.67036807954679
0.82251810324039,0.818821333616351,0.811587018868964,0.800901450966265,0.787076579490238,0.770340336233936,0.751119184850816,0.729808198638444,0.706765396821255,0.682501474724953,0.657461950883457,0.632193225833565,0.606980562905431,0.582373970030468,0.558645742718157,0.536238767561866,0.515391162281808,0.496387839449562,0.47946318864657,0.464766410405365,0.452413459968083,0.442572665356729,0.435307894514132,0.430630635704032,0.428625790452447,0.429294089252801,0.43263531080202,0.438607168938732,0.447203321845074,0.458283205568532,0.471814203907358,0.487658438308705,0.505637404573952,0.525582151421404,0.547286967265522,0.570387503688495,0.594566189338513,0.619519077319023,0.644838259747377,0.670075168706913,0.694749935250961,0.718425387176903,0.740724832247056,0.761078556312519,0.779069494496244,0.794391560906788,0.806643643229406,0.815628582036781,0.821147676978978,0.822924606730645,0.821147676978978,0.815628582036781,0.806643643229405,0.794391560906789,0.779069494496245,0.761078556312519,0.740724832247056,0.718425387176904,0.694749935250961,0.670075168706912,0.644838259747377,0.619519077319022,0.594566189338514,0.570387503688494,0.547286967265522,0.525582151421403,0.505637404573951,0.487658438308706,0.471814203907358,0.458283205568531,0.447203321845074,0.438607168938732,0.43263531080202,0.429294089252801,0.428625790452447,0.430630635704032,0.435307894514132,0.442572665356729,0.452413459968083,0.464766410405364,0.479463188646571,0.496387839449562,0.515391162281808,0.536238767561866,0.558645742718156,0.582373970030468,0.606980562905431,0.632193225833564,0.657461950883457,0.682501474724953,0.706765396821255,0.729808198638444,0.751119184850815,0.770340336233936,0.787076579490237,0.800901450966264,0.811587018868964,0.818821333616352,0.82251810324039
0.980698665930076,0.975892871210178,0.966579925140766,0.95280588609705,0.934991474383321,0.913471863123438,0.88882819806465,0.861605356651568,0.83238431538272,0.801835477991138,0.770473001865092,0.738863327775642,0.707734208671057,0.67741795977156,0.648514556463998,0.621409466469521,0.596367602121049,0.573705101357129,0.553662183043674,0.536326340886919,0.521946953823581,0.510488931396542,0.502046629500909,0.496657133759949,0.494356233096507,0.495138417733475,0.498959381641034,0.505873664768368,0.515846548894587,0.528789964357806,0.54465184269581,0.563349830833804,0.584715921314315,0.608587726111151,0.634748901373579,0.662791164184292,0.692414039260046,0.723192051002021,0.754621073067877,0.786210191044371,0.817277262921633,0.847237127531485,0.875493234227273,0.90153914144606,0.924643084586675,0.944368457392583,0.960164789282118,0.971833605712215,0.978914683627886,0.981233494619079,0.978914683627886,0.971833605712215,0.960164789282117,0.944368457392583,0.924643084586675,0.90153914144606,0.875493234227273,0.847237127531485,0.817277262921633,0.786210191044371,0.754621073067878,0.723192051002022,0.692414039260046,0.662791164184292,0.63474890137358,0.608587726111151,0.584715921314315,0.563349830833804,0.54465184269581,0.528789964357806,0.515846548894587,0.505873664768369,0.498959381641034,0.495138417733475,0.494356233096507,0.49665713375995,0.50204662950091,0.510488931396542,0.52194695382358,0.536326340886919,0.553662183043673,0.573705101357129,0.59636760212105,0.621409466469521,0.648514556463997,0.67741795977156,0.707734208671057,0.738863327775642,0.770473001865092,0.801835477991138,0.832384315382719,0.861605356651568,0.888828198064651,0.913471863123439,0.934991474383322,0.95280588609705,0.966579925140767,0.975892871210179,0.980698665930075
1.13779294224665,1.13190798021932,1.12029527497647,1.1031593152569,1.08115523632759,1.05473976650986,1.02447345940274,0.991275048568734,0.955809517406403,0.918937491763136,0.881326661904612,0.843844997422887,0.807125539117821,0.771800676509948,0.738330419595577,0.707282585792446,0.678855874834036,0.653423825425839,0.631140574070798,0.612102746145701,0.596362117884335,0.583940754406068,0.574843186913898,0.569075906302076,0.566603463515005,0.567409524337393,0.571552527915225,0.578952635897151,0.589705353664889,0.603807554770908,0.621193827696869,0.641885036842628,0.665812656375331,0.692727411466853,0.722493913301386,0.754826243336921,0.789275492715671,0.825362889822882,0.862578759316265,0.900168595055693,0.93754533238599,0.973811312114934,1.00819417071715,1.04001913981944,1.0684474039667,1.09278434685514,1.11241859218767,1.12673597161394,1.13556663043509,1.13846579996823,1.13556663043509,1.12673597161394,1.11241859218767,1.09278434685514,1.0684474039667,1.04001913981944,1.00819417071715,0.973811312114934,0.93754533238599,0.900168595055693,0.862578759316264,0.825362889822881,0.789275492715672,0.754826243336921,0.722493913301385,0.692727411466851,0.665812656375331,0.641885036842628,0.621193827696869,0.603807554770908,0.589705353664888,0.578952635897151,0.571552527915224,0.567409524337392,0.566603463515005,0.569075906302076,0.574843186913897,0.583940754406069,0.596362117884335,0.612102746145701,0.631140574070798,0.653423825425839,0.678855874834036,0.707282585792446,0.738330419595576,0.771800676509948,0.80712553911782,0.843844997422888,0.881326661904612,0.918937491763136,0.955809517406404,0.991275048568734,1.02447345940274,1.05473976650986,1.08115523632759,1.1031593152569,1.12029527497648,1.13190798021932,1.13779294224665
1.28711388735945,1.28013487090437,1.26614300237187,1.24566203119767,1.21938745731826,1.18782137592711,1.15203879913473,1.11285633151063,1.0713493238611,1.02838137090665,0.985071531217012,0.942264656915941,0.90079938825881,0.861300852968178,0.824347924113556,0.790531634471302,0.760009526619452,0.733040792005389,0.709716810603622,0.68999031934945,0.673960762106817,0.661438388983739,0.652362293793736,0.64662645884523,0.644216597417157,0.644978892895064,0.649105036910635,0.656469146207945,0.667284568956562,0.681545007221844,0.699376197877303,0.720891267952256,0.746034142181061,0.774822112096517,0.807049818935704,0.842470383688302,0.880790657219517,0.921343110158355,0.963567085821131,1.00677317890347,1.04997615499208,1.09238328434361,1.13285201028441,1.17040099725864,1.20418640277881,1.23320680828875,1.25666652660714,1.27390535970774,1.28454876182523,1.28805121523582,1.28454876182523,1.27390535970774,1.25666652660714,1.23320680828875,1.20418640277881,1.17040099725864,1.13285201028442,1.09238328434361,1.04997615499208,1.00677317890347,0.963567085821131,0.921343110158355,0.880790657219515,0.842470383688301,0.807049818935706,0.774822112096516,0.746034142181061,0.720891267952256,0.699376197877303,0.681545007221844,0.667284568956562,0.656469146207945,0.649105036910635,0.644978892895064,0.644216597417156,0.64662645884523,0.652362293793736,0.661438388983739,0.673960762106817,0.689990319349451,0.709716810603623,0.733040792005389,0.760009526619451,0.790531634471302,0.824347924113555,0.861300852968178,0.90079938825881,0.94226465691594,0.985071531217012,1.02838137090665,1.0713493238611,1.11285633151063,1.15203879913473,1.18782137592711,1.21938745731827,1.24566203119767,1.26614300237187,1.28013487090437,1.28711388735945
